model,checkpoint,source,tsne_x,tsne_y
sharedlam3side,005000,robot_3cam,-9.45,109.67
sharedlam3side,005000,robot_3cam,85.38,6.84
sharedlam3side,005000,robot_3cam,-105.76,33.82
sharedlam3side,005000,robot_3cam,27.44,65.85
sharedlam3side,005000,robot_3cam,-52.06,71.18
sharedlam3side,005000,robot_3cam,-100.75,38.02
sharedlam3side,005000,robot_3cam,15.31,5.06
sharedlam3side,005000,robot_3cam,-11.85,50.5
sharedlam3side,005000,robot_3cam,-105.76,45.35
sharedlam3side,005000,robot_3cam,32.99,-1.54
sharedlam3side,005000,robot_3cam,-116.08,4.94
sharedlam3side,005000,robot_3cam,-41.6,92.69
sharedlam3side,005000,robot_3cam,-22.87,-17.54
sharedlam3side,005000,robot_3cam,-39.06,16.32
sharedlam3side,005000,robot_3cam,56.79,-12.16
sharedlam3side,005000,robot_3cam,-9.72,95.06
sharedlam3side,005000,robot_3cam,-104.98,39.32
sharedlam3side,005000,robot_3cam,-8.05,6.22
sharedlam3side,005000,robot_3cam,19.84,-42.25
sharedlam3side,005000,robot_3cam,5.0,28.59
sharedlam3side,005000,robot_3cam,-37.81,95.15
sharedlam3side,005000,robot_3cam,-7.82,44.82
sharedlam3side,005000,robot_3cam,60.05,27.95
sharedlam3side,005000,robot_3cam,35.84,101.21
sharedlam3side,005000,robot_3cam,-9.96,28.01
sharedlam3side,005000,robot_3cam,32.94,-0.81
sharedlam3side,005000,robot_3cam,-29.31,18.22
sharedlam3side,005000,robot_3cam,-1.39,28.27
sharedlam3side,005000,robot_3cam,-6.16,3.25
sharedlam3side,005000,robot_3cam,32.57,32.31
sharedlam3side,005000,robot_3cam,5.62,-37.79
sharedlam3side,005000,robot_3cam,44.21,21.82
sharedlam3side,005000,robot_3cam,-18.17,79.96
sharedlam3side,005000,robot_3cam,58.98,32.78
sharedlam3side,005000,robot_3cam,13.65,33.85
sharedlam3side,005000,robot_3cam,4.56,100.16
sharedlam3side,005000,robot_3cam,-25.71,-14.68
sharedlam3side,005000,robot_3cam,-30.46,29.21
sharedlam3side,005000,robot_3cam,28.7,65.58
sharedlam3side,005000,robot_3cam,-11.48,-44.97
sharedlam3side,005000,robot_3cam,-10.78,22.69
sharedlam3side,005000,robot_3cam,98.45,2.27
sharedlam3side,005000,robot_3cam,27.6,112.15
sharedlam3side,005000,robot_3cam,98.12,-25.22
sharedlam3side,005000,robot_3cam,25.56,39.09
sharedlam3side,005000,robot_3cam,24.15,77.53
sharedlam3side,005000,robot_3cam,-38.35,2.14
sharedlam3side,005000,robot_3cam,29.0,65.56
sharedlam3side,005000,robot_3cam,-29.82,26.29
sharedlam3side,005000,robot_3cam,63.57,37.79
sharedlam3side,005000,robot_3cam,82.73,84.03
sharedlam3side,005000,robot_3cam,-118.06,3.16
sharedlam3side,005000,robot_3cam,-33.51,-1.39
sharedlam3side,005000,robot_3cam,6.11,3.6
sharedlam3side,005000,robot_3cam,69.36,30.02
sharedlam3side,005000,robot_3cam,25.15,78.49
sharedlam3side,005000,robot_3cam,37.62,-67.47
sharedlam3side,005000,robot_3cam,-15.9,42.75
sharedlam3side,005000,robot_3cam,97.96,-16.66
sharedlam3side,005000,robot_3cam,66.72,75.58
sharedlam3side,005000,robot_3cam,6.19,113.8
sharedlam3side,005000,robot_3cam,14.82,3.94
sharedlam3side,005000,robot_3cam,-18.42,51.16
sharedlam3side,005000,robot_3cam,78.63,82.16
sharedlam3side,005000,robot_3cam,-22.94,29.08
sharedlam3side,005000,robot_3cam,50.17,35.69
sharedlam3side,005000,robot_3cam,-28.35,-9.59
sharedlam3side,005000,robot_3cam,10.35,-37.79
sharedlam3side,005000,robot_3cam,10.37,-37.2
sharedlam3side,005000,robot_3cam,49.39,-5.49
sharedlam3side,005000,robot_3cam,61.03,10.25
sharedlam3side,005000,robot_3cam,78.33,82.22
sharedlam3side,005000,robot_3cam,19.41,67.24
sharedlam3side,005000,robot_3cam,-106.49,49.22
sharedlam3side,005000,robot_3cam,-14.37,33.17
sharedlam3side,005000,robot_3cam,83.65,82.73
sharedlam3side,005000,robot_3cam,-16.21,67.31
sharedlam3side,005000,robot_3cam,72.69,38.17
sharedlam3side,005000,robot_3cam,-17.82,19.4
sharedlam3side,005000,robot_3cam,-12.18,49.97
sharedlam3side,005000,robot_3cam,-100.71,38.13
sharedlam3side,005000,robot_3cam,39.26,-67.22
sharedlam3side,005000,robot_3cam,-103.91,39.21
sharedlam3side,005000,robot_3cam,48.04,103.71
sharedlam3side,005000,robot_3cam,42.92,-33.35
sharedlam3side,005000,robot_3cam,-15.06,13.9
sharedlam3side,005000,robot_3cam,4.48,-5.79
sharedlam3side,005000,robot_3cam,68.53,28.09
sharedlam3side,005000,robot_3cam,-20.77,6.05
sharedlam3side,005000,robot_3cam,-7.11,110.32
sharedlam3side,005000,robot_3cam,-23.53,-17.23
sharedlam3side,005000,robot_3cam,7.52,15.66
sharedlam3side,005000,robot_3cam,38.18,69.98
sharedlam3side,005000,robot_3cam,14.5,59.11
sharedlam3side,005000,robot_3cam,38.4,20.4
sharedlam3side,005000,robot_3cam,92.1,-23.85
sharedlam3side,005000,robot_3cam,19.29,17.17
sharedlam3side,005000,robot_3cam,-22.98,-17.5
sharedlam3side,005000,robot_3cam,24.69,12.29
sharedlam3side,005000,robot_3cam,80.8,76.04
sharedlam3side,005000,robot_3cam,-9.34,-4.27
sharedlam3side,005000,robot_3cam,-12.15,-4.0
sharedlam3side,005000,robot_3cam,32.86,18.47
sharedlam3side,005000,robot_3cam,52.19,35.19
sharedlam3side,005000,robot_3cam,57.51,-10.37
sharedlam3side,005000,robot_3cam,69.38,31.03
sharedlam3side,005000,robot_3cam,-69.85,-32.79
sharedlam3side,005000,robot_3cam,83.92,82.47
sharedlam3side,005000,robot_3cam,-11.01,22.75
sharedlam3side,005000,robot_3cam,8.29,-37.85
sharedlam3side,005000,robot_3cam,-14.24,4.47
sharedlam3side,005000,robot_3cam,-24.11,73.49
sharedlam3side,005000,robot_3cam,6.4,2.66
sharedlam3side,005000,robot_3cam,47.01,-9.48
sharedlam3side,005000,robot_3cam,-8.55,43.77
sharedlam3side,005000,robot_3cam,60.3,-16.19
sharedlam3side,005000,robot_3cam,16.15,78.18
sharedlam3side,005000,robot_3cam,-9.85,109.24
sharedlam3side,005000,robot_3cam,-51.35,70.07
sharedlam3side,005000,robot_3cam,-19.66,-30.87
sharedlam3side,005000,robot_3cam,31.86,-60.63
sharedlam3side,005000,robot_3cam,56.81,33.63
sharedlam3side,005000,robot_3cam,81.91,83.72
sharedlam3side,005000,robot_3cam,-8.68,94.44
sharedlam3side,005000,robot_3cam,85.16,78.87
sharedlam3side,005000,robot_3cam,25.29,17.64
sharedlam3side,005000,robot_3cam,8.67,-1.55
sharedlam3side,005000,robot_3cam,-102.21,38.38
sharedlam3side,005000,robot_3cam,-15.22,-48.36
sharedlam3side,005000,robot_3cam,-33.18,-7.32
sharedlam3side,005000,robot_3cam,7.78,34.98
sharedlam3side,005000,robot_3cam,1.73,-4.46
sharedlam3side,005000,robot_3cam,-123.69,4.32
sharedlam3side,005000,robot_3cam,-30.3,34.94
sharedlam3side,005000,robot_3cam,59.5,82.01
sharedlam3side,005000,robot_3cam,-98.43,48.28
sharedlam3side,005000,robot_3cam,5.4,70.18
sharedlam3side,005000,robot_3cam,-13.03,75.91
sharedlam3side,005000,robot_3cam,-38.9,18.22
sharedlam3side,005000,robot_3cam,-25.5,71.46
sharedlam3side,005000,robot_3cam,23.43,35.89
sharedlam3side,005000,robot_3cam,20.0,67.39
sharedlam3side,005000,robot_3cam,47.03,-9.36
sharedlam3side,005000,robot_3cam,5.64,-37.8
sharedlam3side,005000,robot_3cam,15.09,-0.71
sharedlam3side,005000,robot_3cam,-125.82,6.84
sharedlam3side,005000,robot_3cam,24.99,41.07
sharedlam3side,005000,robot_3cam,38.83,95.35
sharedlam3side,005000,robot_3cam,23.15,-5.79
sharedlam3side,005000,robot_3cam,22.86,45.46
sharedlam3side,005000,robot_3cam,73.92,-41.6
sharedlam3side,005000,robot_3cam,-26.38,21.97
sharedlam3side,005000,robot_3cam,87.64,-8.88
sharedlam3side,005000,robot_3cam,-34.48,-10.2
sharedlam3side,005000,robot_3cam,-12.43,41.61
sharedlam3side,005000,robot_3cam,6.21,2.48
sharedlam3side,005000,robot_3cam,-22.5,-17.6
sharedlam3side,005000,robot_3cam,2.56,103.63
sharedlam3side,005000,robot_3cam,-27.76,-12.82
sharedlam3side,005000,robot_3cam,8.44,1.86
sharedlam3side,005000,robot_3cam,41.13,62.02
sharedlam3side,005000,robot_3cam,28.78,37.86
sharedlam3side,005000,robot_3cam,-40.37,67.87
sharedlam3side,005000,robot_3cam,6.04,-37.81
sharedlam3side,005000,robot_3cam,-7.7,72.03
sharedlam3side,005000,robot_3cam,78.88,73.71
sharedlam3side,005000,robot_3cam,24.29,-41.7
sharedlam3side,005000,robot_3cam,67.16,25.83
sharedlam3side,005000,robot_3cam,69.27,39.77
sharedlam3side,005000,robot_3cam,5.42,70.15
sharedlam3side,005000,robot_3cam,-51.46,81.67
sharedlam3side,005000,robot_3cam,-30.37,24.98
sharedlam3side,005000,robot_3cam,-13.19,-34.96
sharedlam3side,005000,robot_3cam,-18.76,25.55
sharedlam3side,005000,robot_3cam,-122.51,20.78
sharedlam3side,005000,robot_3cam,83.05,72.13
sharedlam3side,005000,robot_3cam,37.22,70.01
sharedlam3side,005000,robot_3cam,32.39,76.58
sharedlam3side,005000,robot_3cam,58.85,27.6
sharedlam3side,005000,robot_3cam,22.37,-8.78
sharedlam3side,005000,robot_3cam,31.0,-1.53
sharedlam3side,005000,robot_3cam,-7.5,49.92
sharedlam3side,005000,robot_3cam,9.15,-40.98
sharedlam3side,005000,robot_3cam,57.44,-10.48
sharedlam3side,005000,robot_3cam,0.85,103.3
sharedlam3side,005000,robot_3cam,22.09,-8.52
sharedlam3side,005000,robot_3cam,66.7,77.26
sharedlam3side,005000,robot_3cam,-25.2,70.89
sharedlam3side,005000,robot_3cam,-7.78,96.8
sharedlam3side,005000,robot_3cam,82.71,71.81
sharedlam3side,005000,robot_3cam,88.3,42.75
sharedlam3side,005000,robot_3cam,22.77,-9.5
sharedlam3side,005000,robot_3cam,98.1,-16.27
sharedlam3side,005000,robot_3cam,-25.15,105.4
sharedlam3side,005000,robot_3cam,-122.04,21.06
sharedlam3side,005000,robot_3cam,34.65,28.48
sharedlam3side,005000,robot_3cam,-6.94,50.61
sharedlam3side,005000,robot_3cam,-14.93,67.16
sharedlam3side,005000,robot_3cam,-11.8,50.53
sharedlam3side,005000,robot_3cam,-105.68,45.2
sharedlam3side,005000,robot_3cam,-51.8,64.4
sharedlam3side,005000,robot_3cam,70.64,34.31
sharedlam3side,005000,robot_3cam,79.02,85.53
sharedlam3side,005000,robot_3cam,27.34,99.69
sharedlam3side,005000,robot_3cam,85.01,84.24
sharedlam3side,005000,robot_3cam,32.84,76.14
sharedlam3side,005000,robot_3cam,34.35,101.89
sharedlam3side,005000,robot_3cam,-21.28,9.05
sharedlam3side,005000,robot_3cam,42.59,22.74
sharedlam3side,005000,robot_3cam,-122.06,20.96
sharedlam3side,005000,robot_3cam,59.38,25.89
sharedlam3side,005000,robot_3cam,-27.88,-12.61
sharedlam3side,005000,robot_3cam,-51.48,81.7
sharedlam3side,005000,robot_3cam,68.07,73.61
sharedlam3side,005000,robot_3cam,33.86,5.93
sharedlam3side,005000,robot_3cam,25.61,28.67
sharedlam3side,005000,robot_3cam,-38.61,-6.05
sharedlam3side,005000,robot_3cam,-3.79,-12.85
sharedlam3side,005000,robot_3cam,38.43,58.41
sharedlam3side,005000,robot_3cam,24.86,38.98
sharedlam3side,005000,robot_3cam,-16.04,-31.94
sharedlam3side,005000,robot_3cam,41.75,4.33
sharedlam3side,005000,robot_3cam,78.3,84.58
sharedlam3side,005000,robot_3cam,12.89,-37.71
sharedlam3side,005000,robot_3cam,-7.86,17.02
sharedlam3side,005000,robot_3cam,-5.9,94.02
sharedlam3side,005000,robot_3cam,53.7,31.96
sharedlam3side,005000,robot_3cam,-21.16,55.54
sharedlam3side,005000,robot_3cam,23.63,70.33
sharedlam3side,005000,robot_3cam,-27.44,32.05
sharedlam3side,005000,robot_3cam,-17.85,70.03
sharedlam3side,005000,robot_3cam,-2.47,-4.98
sharedlam3side,005000,robot_3cam,21.48,64.51
sharedlam3side,005000,robot_3cam,31.5,-1.27
sharedlam3side,005000,robot_3cam,23.96,68.44
sharedlam3side,005000,robot_3cam,77.48,86.73
sharedlam3side,005000,robot_3cam,-9.36,109.88
sharedlam3side,005000,robot_3cam,36.41,-25.67
sharedlam3side,005000,robot_3cam,41.88,9.56
sharedlam3side,005000,robot_3cam,28.53,-7.18
sharedlam3side,005000,robot_3cam,-9.14,-23.27
sharedlam3side,005000,robot_3cam,-106.31,45.1
sharedlam3side,005000,robot_3cam,-34.62,72.93
sharedlam3side,005000,robot_3cam,62.21,81.55
sharedlam3side,005000,robot_3cam,54.25,58.98
sharedlam3side,005000,robot_3cam,51.82,31.16
sharedlam3side,005000,robot_3cam,41.9,4.2
sharedlam3side,005000,robot_3cam,-28.83,-9.2
sharedlam3side,005000,robot_3cam,76.86,87.2
sharedlam3side,005000,robot_3cam,42.98,7.57
sharedlam3side,005000,robot_3cam,10.34,-37.77
sharedlam3side,005000,robot_3cam,9.2,65.14
sharedlam3side,005000,robot_3cam,62.16,81.55
sharedlam3side,005000,robot_3cam,-105.56,39.82
sharedlam3side,005000,robot_3cam,-1.7,11.61
sharedlam3side,005000,robot_3cam,-104.54,35.17
sharedlam3side,005000,robot_3cam,46.38,14.26
sharedlam3side,005000,robot_3cam,-22.29,7.74
sharedlam3side,005000,robot_3cam,29.53,17.66
sharedlam3side,005000,robot_3cam,30.46,89.25
sharedlam3side,005000,robot_3cam,6.67,-4.67
sharedlam3side,005000,robot_3cam,38.88,97.48
sharedlam3side,005000,robot_3cam,7.8,109.25
sharedlam3side,005000,robot_3cam,-2.01,113.57
sharedlam3side,005000,robot_3cam,30.64,22.32
sharedlam3side,005000,robot_3cam,-2.03,56.65
sharedlam3side,005000,robot_3cam,11.06,14.73
sharedlam3side,005000,robot_3cam,-119.94,17.41
sharedlam3side,005000,robot_3cam,9.77,-37.96
sharedlam3side,005000,robot_3cam,-24.87,49.44
sharedlam3side,005000,robot_3cam,34.56,10.36
sharedlam3side,005000,robot_3cam,-30.49,87.21
sharedlam3side,005000,robot_3cam,-105.48,46.08
sharedlam3side,005000,robot_3cam,-105.94,27.83
sharedlam3side,005000,robot_3cam,27.26,99.71
sharedlam3side,005000,robot_3cam,38.66,98.64
sharedlam3side,005000,robot_3cam,-104.75,34.81
sharedlam3side,005000,robot_3cam,32.33,-44.44
sharedlam3side,005000,robot_3cam,-16.58,9.42
sharedlam3side,005000,robot_3cam,0.84,-4.24
sharedlam3side,005000,robot_3cam,22.27,40.33
sharedlam3side,005000,robot_3cam,-23.72,73.65
sharedlam3side,005000,robot_3cam,-28.26,-9.75
sharedlam3side,005000,robot_3cam,24.15,77.49
sharedlam3side,005000,robot_3cam,-28.5,-15.09
sharedlam3side,005000,robot_3cam,83.8,82.75
sharedlam3side,005000,robot_3cam,78.05,80.21
sharedlam3side,005000,robot_3cam,-7.5,6.79
sharedlam3side,005000,robot_3cam,49.4,14.74
sharedlam3side,005000,robot_3cam,-24.33,28.05
sharedlam3side,005000,robot_3cam,-43.27,66.85
sharedlam3side,005000,robot_3cam,-8.85,32.86
sharedlam3side,005000,robot_3cam,41.07,61.96
sharedlam3side,005000,robot_3cam,-19.48,-31.2
sharedlam3side,005000,robot_3cam,-52.06,67.49
sharedlam3side,005000,robot_3cam,-2.11,57.02
sharedlam3side,005000,robot_3cam,11.34,-39.15
sharedlam3side,005000,robot_3cam,5.51,-5.18
sharedlam3side,005000,robot_3cam,-7.73,48.63
sharedlam3side,005000,robot_3cam,5.76,55.58
sharedlam3side,005000,robot_3cam,13.6,67.47
sharedlam3side,005000,robot_3cam,-28.92,46.4
sharedlam3side,005000,robot_3cam,32.98,75.97
sharedlam3side,005000,robot_3cam,-1.23,-4.3
sharedlam3side,005000,robot_3cam,-118.29,4.39
sharedlam3side,005000,robot_3cam,78.14,84.32
sharedlam3side,005000,robot_3cam,-40.97,69.16
sharedlam3side,005000,robot_3cam,2.37,97.1
sharedlam3side,005000,robot_3cam,-30.25,29.14
sharedlam3side,005000,robot_3cam,-7.11,90.31
sharedlam3side,005000,robot_3cam,-43.38,66.72
sharedlam3side,005000,robot_3cam,-22.41,-17.66
sharedlam3side,005000,robot_3cam,5.74,109.12
sharedlam3side,005000,robot_3cam,47.25,26.47
sharedlam3side,005000,robot_3cam,-41.0,95.46
sharedlam3side,005000,robot_3cam,23.82,-11.03
sharedlam3side,005000,robot_3cam,-13.63,46.83
sharedlam3side,005000,robot_3cam,-20.64,-19.19
sharedlam3side,005000,robot_3cam,-51.97,67.48
sharedlam3side,005000,robot_3cam,41.95,37.87
sharedlam3side,005000,robot_3cam,6.58,3.16
sharedlam3side,005000,robot_3cam,10.78,34.95
sharedlam3side,005000,robot_3cam,-2.74,-5.31
sharedlam3side,005000,robot_3cam,69.11,29.48
sharedlam3side,005000,robot_3cam,-49.56,86.31
sharedlam3side,005000,robot_3cam,11.45,-11.28
sharedlam3side,005000,robot_3cam,55.89,42.59
sharedlam3side,005000,robot_3cam,-37.56,49.51
sharedlam3side,005000,robot_3cam,22.54,77.86
sharedlam3side,005000,robot_3cam,32.96,-1.5
sharedlam3side,005000,robot_3cam,16.7,63.83
sharedlam3side,005000,robot_3cam,18.01,26.9
sharedlam3side,005000,robot_3cam,36.29,91.92
sharedlam3side,005000,robot_3cam,43.99,84.94
sharedlam3side,005000,robot_3cam,-17.87,51.45
sharedlam3side,005000,robot_3cam,-9.14,-4.1
sharedlam3side,005000,robot_3cam,56.93,57.71
sharedlam3side,005000,robot_3cam,7.14,15.69
sharedlam3side,005000,robot_3cam,-13.62,-34.02
sharedlam3side,005000,robot_3cam,67.58,78.76
sharedlam3side,005000,robot_3cam,39.31,-26.49
sharedlam3side,005000,robot_3cam,56.96,56.91
sharedlam3side,005000,robot_3cam,15.06,39.02
sharedlam3side,005000,robot_3cam,80.24,77.13
sharedlam3side,005000,robot_3cam,1.39,59.51
sharedlam3side,005000,robot_3cam,-9.08,32.72
sharedlam3side,005000,robot_3cam,-8.78,-62.39
sharedlam3side,005000,robot_3cam,55.15,59.78
sharedlam3side,005000,robot_3cam,8.95,39.85
sharedlam3side,005000,robot_3cam,14.4,7.13
sharedlam3side,005000,robot_3cam,-70.33,-30.3
sharedlam3side,005000,robot_3cam,9.48,-38.54
sharedlam3side,005000,robot_3cam,46.01,9.81
sharedlam3side,005000,robot_3cam,34.01,28.9
sharedlam3side,005000,robot_3cam,36.53,-2.16
sharedlam3side,005000,robot_3cam,-52.04,67.53
sharedlam3side,005000,robot_3cam,-34.79,73.02
sharedlam3side,005000,robot_3cam,-28.37,-9.71
sharedlam3side,005000,robot_3cam,24.32,12.69
sharedlam3side,005000,robot_3cam,-28.95,21.39
sharedlam3side,005000,robot_3cam,-118.7,4.41
sharedlam3side,005000,robot_3cam,-26.17,-12.91
sharedlam3side,005000,robot_3cam,-30.15,29.0
sharedlam3side,005000,robot_3cam,-4.32,82.49
sharedlam3side,005000,robot_3cam,-27.7,27.68
sharedlam3side,005000,robot_3cam,59.18,26.63
sharedlam3side,005000,robot_3cam,7.07,7.84
sharedlam3side,005000,robot_3cam,-22.3,-18.83
sharedlam3side,005000,robot_3cam,12.8,-36.59
sharedlam3side,005000,robot_3cam,53.63,42.3
sharedlam3side,005000,robot_3cam,2.36,67.17
sharedlam3side,005000,robot_3cam,39.04,-17.5
sharedlam3side,005000,robot_3cam,1.81,72.64
sharedlam3side,005000,robot_3cam,-7.3,6.79
sharedlam3side,005000,robot_3cam,-12.29,41.45
sharedlam3side,005000,robot_3cam,13.14,110.35
sharedlam3side,005000,robot_3cam,-35.36,70.17
sharedlam3side,005000,robot_3cam,62.25,81.42
sharedlam3side,005000,robot_3cam,36.61,-25.71
sharedlam3side,005000,robot_3cam,54.16,24.26
sharedlam3side,005000,robot_3cam,69.8,37.75
sharedlam3side,005000,robot_3cam,-23.67,12.06
sharedlam3side,005000,robot_3cam,31.04,22.67
sharedlam3side,005000,robot_3cam,11.81,-11.34
sharedlam3side,005000,robot_3cam,37.03,21.2
sharedlam3side,005000,robot_3cam,38.66,98.71
sharedlam3side,005000,robot_3cam,-24.51,9.58
sharedlam3side,005000,robot_3cam,-1.31,78.11
sharedlam3side,005000,robot_3cam,10.82,-39.61
sharedlam3side,005000,robot_3cam,-27.81,27.72
sharedlam3side,005000,robot_3cam,31.78,69.13
sharedlam3side,005000,robot_3cam,-29.78,26.31
sharedlam3side,005000,robot_3cam,14.94,37.93
sharedlam3side,005000,robot_3cam,23.95,68.47
sharedlam3side,005000,robot_3cam,-119.85,22.49
sharedlam3side,005000,robot_3cam,36.39,-1.74
sharedlam3side,005000,robot_3cam,14.64,13.68
sharedlam3side,005000,robot_3cam,-15.5,-31.8
sharedlam3side,005000,robot_3cam,11.26,-37.52
sharedlam3side,005000,robot_3cam,42.44,-21.0
sharedlam3side,005000,robot_3cam,56.87,57.47
sharedlam3side,005000,robot_3cam,-105.44,46.12
sharedlam3side,005000,robot_3cam,-69.23,-30.26
sharedlam3side,005000,robot_3cam,-36.31,75.07
sharedlam3side,005000,robot_3cam,-99.14,54.05
sharedlam3side,005000,robot_3cam,-105.31,44.75
sharedlam3side,005000,robot_3cam,87.43,77.78
sharedlam3side,005000,robot_3cam,-98.06,49.14
sharedlam3side,005000,robot_3cam,21.88,31.76
sharedlam3side,005000,robot_3cam,29.13,4.61
sharedlam3side,005000,robot_3cam,33.94,0.08
sharedlam3side,005000,robot_3cam,47.69,38.74
sharedlam3side,005000,robot_3cam,70.65,31.47
sharedlam3side,005000,robot_3cam,-0.3,33.42
sharedlam3side,005000,robot_3cam,-7.04,10.27
sharedlam3side,005000,robot_3cam,39.11,72.48
sharedlam3side,005000,robot_3cam,22.86,45.38
sharedlam3side,005000,robot_3cam,5.53,-37.79
sharedlam3side,005000,robot_3cam,-29.34,56.22
sharedlam3side,005000,robot_3cam,-7.73,-53.7
sharedlam3side,005000,robot_3cam,-15.09,26.13
sharedlam3side,005000,robot_3cam,-44.78,66.08
sharedlam3side,005000,robot_3cam,-21.45,55.28
sharedlam3side,005000,robot_3cam,-33.18,50.32
sharedlam3side,005000,robot_3cam,10.83,41.87
sharedlam3side,005000,robot_3cam,-17.78,51.5
sharedlam3side,005000,robot_3cam,-28.81,21.48
sharedlam3side,005000,robot_3cam,-21.16,55.51
sharedlam3side,005000,robot_3cam,-101.54,39.56
sharedlam3side,005000,robot_3cam,20.99,82.38
sharedlam3side,005000,robot_3cam,2.33,59.35
sharedlam3side,005000,robot_3cam,-105.58,39.88
sharedlam3side,005000,robot_3cam,-28.27,-9.68
sharedlam3side,005000,robot_3cam,59.67,81.97
sharedlam3side,005000,robot_3cam,-44.91,31.01
sharedlam3side,005000,robot_3cam,38.63,97.75
sharedlam3side,005000,robot_3cam,21.26,3.31
sharedlam3side,005000,robot_3cam,-31.09,55.6
sharedlam3side,005000,robot_3cam,-12.44,78.87
sharedlam3side,005000,robot_3cam,-36.89,82.43
sharedlam3side,005000,robot_3cam,69.8,38.95
sharedlam3side,005000,robot_3cam,-25.5,71.47
sharedlam3side,005000,robot_3cam,6.22,-37.87
sharedlam3side,005000,robot_3cam,82.89,83.79
sharedlam3side,005000,robot_3cam,-1.37,77.34
sharedlam3side,005000,robot_3cam,18.8,80.32
sharedlam3side,005000,robot_3cam,-101.44,39.69
sharedlam3side,005000,robot_3cam,-10.11,-29.74
sharedlam3side,005000,robot_3cam,35.72,0.38
sharedlam3side,005000,robot_3cam,-14.18,4.54
sharedlam3side,005000,robot_3cam,37.74,-67.48
sharedlam3side,005000,robot_3cam,-121.6,22.11
sharedlam3side,005000,robot_3cam,68.61,73.09
sharedlam3side,005000,robot_3cam,66.78,45.77
sharedlam3side,005000,robot_3cam,80.9,75.61
sharedlam3side,005000,robot_3cam,-99.42,49.24
sharedlam3side,005000,robot_3cam,-101.55,39.46
sharedlam3side,005000,robot_3cam,23.63,38.18
sharedlam3side,005000,robot_3cam,6.86,-3.7
sharedlam3side,005000,robot_3cam,-45.86,89.76
sharedlam3side,005000,robot_3cam,84.71,72.38
sharedlam3side,005000,robot_3cam,21.55,42.12
sharedlam3side,005000,robot_3cam,84.0,82.77
sharedlam3side,005000,robot_3cam,-34.61,80.39
sharedlam3side,005000,robot_3cam,41.77,53.16
sharedlam3side,005000,robot_3cam,11.49,-11.18
sharedlam3side,005000,robot_3cam,-15.61,69.94
sharedlam3side,005000,robot_3cam,-106.2,27.32
sharedlam3side,005000,robot_3cam,28.36,6.58
sharedlam3side,005000,robot_3cam,2.54,67.02
sharedlam3side,005000,robot_3cam,23.85,70.19
sharedlam3side,005000,robot_3cam,-17.82,12.65
sharedlam3side,005000,robot_3cam,-7.67,-5.47
sharedlam3side,005000,robot_3cam,59.24,-13.62
sharedlam3side,005000,robot_3cam,25.59,16.28
sharedlam3side,005000,robot_3cam,-51.06,85.03
sharedlam3side,005000,robot_3cam,36.75,0.33
sharedlam3side,005000,robot_3cam,39.04,0.52
sharedlam3side,005000,robot_3cam,41.2,53.76
sharedlam3side,005000,robot_3cam,-0.29,27.66
sharedlam3side,005000,robot_3cam,0.38,10.77
sharedlam3side,005000,robot_3cam,-50.52,75.19
sharedlam3side,005000,robot_3cam,34.23,4.51
sharedlam3side,005000,robot_3cam,-7.49,69.83
sharedlam3side,005000,robot_3cam,42.38,22.82
sharedlam3side,005000,robot_3cam,-29.3,56.26
sharedlam3side,005000,robot_3cam,10.46,43.22
sharedlam3side,005000,robot_3cam,-18.82,57.12
sharedlam3side,005000,robot_3cam,-105.87,45.22
sharedlam3side,005000,robot_3cam,12.97,-37.55
sharedlam3side,005000,robot_3cam,-23.42,-17.17
sharedlam3side,005000,robot_3cam,52.4,-9.21
sharedlam3side,005000,robot_3cam,-106.29,49.53
sharedlam3side,005000,robot_3cam,-28.34,-9.68
sharedlam3side,005000,robot_3cam,1.8,-4.5
sharedlam3side,005000,robot_3cam,44.17,57.61
sharedlam3side,005000,robot_3cam,-52.09,67.56
sharedlam3side,005000,robot_3cam,49.87,35.86
sharedlam3side,005000,robot_3cam,-4.68,41.8
sharedlam3side,005000,robot_3cam,66.85,29.64
sharedlam3side,005000,robot_3cam,-19.99,56.03
sharedlam3side,005000,robot_3cam,43.12,-34.8
sharedlam3side,005000,robot_3cam,78.17,79.63
sharedlam3side,005000,robot_3cam,-17.69,70.04
sharedlam3side,005000,robot_3cam,-13.04,-4.0
sharedlam3side,005000,robot_3cam,-102.18,38.32
sharedlam3side,005000,robot_3cam,31.73,78.29
sharedlam3side,005000,robot_3cam,52.15,51.48
sharedlam3side,005000,robot_3cam,-33.65,105.15
sharedlam3side,005000,robot_3cam,34.83,-28.96
sharedlam3side,005000,robot_3cam,-30.63,24.98
sharedlam3side,005000,robot_3cam,-13.73,55.16
sharedlam3side,005000,robot_3cam,7.54,-37.77
sharedlam3side,005000,robot_3cam,16.16,78.13
sharedlam3side,005000,robot_3cam,31.38,68.68
sharedlam3side,005000,robot_3cam,0.38,7.1
sharedlam3side,005000,robot_3cam,84.64,84.82
sharedlam3side,005000,robot_3cam,2.66,66.99
sharedlam3side,005000,robot_3cam,10.55,-37.49
sharedlam3side,005000,robot_3cam,25.29,17.36
sharedlam3side,005000,robot_3cam,-35.77,68.57
sharedlam3side,005000,robot_3cam,26.55,-3.45
sharedlam3side,005000,robot_3cam,-29.75,56.81
sharedlam3side,005000,robot_3cam,-7.58,49.84
