model,checkpoint,source,umap_x,umap_y
sharedlam3side,030000,robot_3cam,14.08,2.31
sharedlam3side,030000,robot_3cam,9.77,9.46
sharedlam3side,030000,robot_3cam,11.58,4.32
sharedlam3side,030000,robot_3cam,18.02,0.78
sharedlam3side,030000,robot_3cam,16.58,4.33
sharedlam3side,030000,robot_3cam,16.33,3.75
sharedlam3side,030000,robot_3cam,13.22,2.2
sharedlam3side,030000,robot_3cam,15.38,-0.78
sharedlam3side,030000,robot_3cam,12.02,4.25
sharedlam3side,030000,robot_3cam,11.1,7.39
sharedlam3side,030000,robot_3cam,10.85,7.98
sharedlam3side,030000,robot_3cam,12.19,4.92
sharedlam3side,030000,robot_3cam,14.25,-1.29
sharedlam3side,030000,robot_3cam,13.71,-0.61
sharedlam3side,030000,robot_3cam,13.99,1.57
sharedlam3side,030000,robot_3cam,13.43,-2.26
sharedlam3side,030000,robot_3cam,10.04,9.18
sharedlam3side,030000,robot_3cam,-7.68,5.72
sharedlam3side,030000,video_2cam,12.97,16.29
sharedlam3side,030000,video_2cam,5.08,2.68
sharedlam3side,030000,video_2cam,1.73,1.62
sharedlam3side,030000,video_2cam,1.13,3.11
sharedlam3side,030000,video_2cam,6.67,0.28
sharedlam3side,030000,video_2cam,16.41,8.13
sharedlam3side,030000,video_2cam,3.27,10.62
sharedlam3side,030000,video_2cam,7.93,2.74
sharedlam3side,030000,video_2cam,1.19,-1.19
sharedlam3side,030000,video_2cam,18.8,10.21
sharedlam3side,030000,video_2cam,1.97,-3.43
sharedlam3side,030000,video_2cam,2.82,6.82
sharedlam3side,030000,video_2cam,5.28,2.93
sharedlam3side,030000,video_2cam,8.37,3.97
sharedlam3side,030000,video_2cam,19.56,6.99
sharedlam3side,030000,video_2cam,5.52,-4.35
sharedlam3side,030000,video_2cam,6.13,-3.9
sharedlam3side,030000,video_2cam,19.13,9.43
sharedlam3side,030000,video_2cam,2.37,-1.6
sharedlam3side,030000,video_2cam,4.25,6.74
sharedlam3side,030000,video_2cam,4.07,6.78
sharedlam3side,030000,video_2cam,6.41,13.93
sharedlam3side,030000,video_2cam,1.92,-3.7
sharedlam3side,030000,video_2cam,1.21,-3.61
sharedlam3side,030000,video_2cam,15.0,15.56
sharedlam3side,030000,video_2cam,11.18,4.91
sharedlam3side,030000,video_2cam,1.61,-0.09
sharedlam3side,030000,video_2cam,1.82,0.81
sharedlam3side,030000,video_2cam,4.55,1.23
sharedlam3side,030000,video_2cam,7.91,3.29
sharedlam3side,030000,video_2cam,8.39,-0.3
sharedlam3side,030000,video_2cam,19.68,8.26
sharedlam3side,030000,video_2cam,7.48,12.77
sharedlam3side,030000,video_2cam,4.76,12.27
sharedlam3side,030000,video_2cam,7.22,10.53
sharedlam3side,030000,video_2cam,0.33,5.6
sharedlam3side,030000,video_2cam,19.39,7.22
sharedlam3side,030000,video_2cam,7.52,12.72
sharedlam3side,030000,video_2cam,10.99,5.05
sharedlam3side,030000,video_2cam,6.32,-3.29
sharedlam3side,030000,video_2cam,5.76,11.0
sharedlam3side,030000,video_2cam,4.2,-3.59
sharedlam3side,030000,video_2cam,4.46,-3.86
sharedlam3side,030000,video_2cam,3.66,11.42
sharedlam3side,030000,video_2cam,9.13,4.97
sharedlam3side,030000,video_2cam,8.23,2.32
sharedlam3side,030000,video_2cam,6.37,-1.17
sharedlam3side,030000,video_2cam,18.07,8.09
sharedlam3side,030000,video_2cam,8.7,0.96
sharedlam3side,030000,video_2cam,19.51,6.48
sharedlam3side,030000,video_2cam,6.61,0.09
sharedlam3side,030000,video_2cam,8.33,1.64
sharedlam3side,030000,video_2cam,18.4,7.63
sharedlam3side,030000,video_2cam,6.72,0.48
sharedlam3side,030000,video_2cam,2.43,-5.24
sharedlam3side,030000,video_2cam,8.5,1.94
sharedlam3side,030000,video_2cam,19.71,8.26
sharedlam3side,030000,video_2cam,0.53,5.69
sharedlam3side,030000,video_2cam,-0.29,3.39
sharedlam3side,030000,video_2cam,13.08,16.36
sharedlam3side,030000,video_2cam,-1.27,0.77
sharedlam3side,030000,video_2cam,7.73,11.53
sharedlam3side,030000,video_2cam,9.03,3.26
sharedlam3side,030000,video_2cam,7.49,15.22
sharedlam3side,030000,video_2cam,4.17,5.07
sharedlam3side,030000,video_2cam,4.24,-4.33
sharedlam3side,030000,video_2cam,1.47,-2.33
sharedlam3side,030000,video_2cam,5.45,10.89
sharedlam3side,030000,video_2cam,8.61,11.03
sharedlam3side,030000,video_2cam,5.87,3.5
sharedlam3side,030000,video_2cam,9.78,4.66
sharedlam3side,030000,video_2cam,15.39,16.01
sharedlam3side,030000,video_2cam,6.27,-1.04
sharedlam3side,030000,video_2cam,0.39,2.48
sharedlam3side,030000,video_2cam,4.66,12.69
sharedlam3side,030000,video_2cam,8.0,10.42
sharedlam3side,030000,video_2cam,7.91,1.34
sharedlam3side,030000,video_2cam,5.87,-1.76
sharedlam3side,030000,video_2cam,5.88,3.51
sharedlam3side,030000,video_2cam,1.78,-5.01
sharedlam3side,030000,video_2cam,5.55,4.66
sharedlam3side,030000,video_2cam,5.21,2.86
sharedlam3side,030000,video_2cam,12.93,16.25
sharedlam3side,030000,video_2cam,7.72,1.18
sharedlam3side,030000,video_2cam,15.59,8.89
sharedlam3side,030000,video_2cam,14.49,12.08
sharedlam3side,030000,video_2cam,19.7,8.28
sharedlam3side,030000,video_2cam,2.27,-1.56
sharedlam3side,030000,video_2cam,16.77,7.78
sharedlam3side,030000,video_2cam,7.85,3.11
sharedlam3side,030000,video_2cam,17.1,11.28
sharedlam3side,030000,video_2cam,17.96,7.59
sharedlam3side,030000,video_2cam,-0.03,2.92
sharedlam3side,030000,video_2cam,4.83,15.68
sharedlam3side,030000,video_2cam,5.78,2.34
sharedlam3side,030000,video_2cam,3.76,0.24
sharedlam3side,030000,video_2cam,4.41,6.72
sharedlam3side,030000,video_2cam,19.16,7.86
sharedlam3side,030000,video_2cam,-1.12,1.34
sharedlam3side,030000,video_2cam,4.88,4.72
sharedlam3side,030000,video_2cam,5.68,3.29
sharedlam3side,030000,video_2cam,0.59,5.7
sharedlam3side,030000,video_2cam,16.37,11.76
sharedlam3side,030000,video_2cam,-1.03,1.28
sharedlam3side,030000,video_2cam,15.92,13.46
sharedlam3side,030000,video_2cam,13.15,16.4
sharedlam3side,030000,video_2cam,18.83,9.89
sharedlam3side,030000,video_2cam,0.64,6.81
sharedlam3side,030000,video_2cam,19.71,8.26
sharedlam3side,030000,video_2cam,2.38,-4.03
sharedlam3side,030000,video_2cam,0.62,2.33
sharedlam3side,030000,video_2cam,5.33,13.39
sharedlam3side,030000,video_2cam,18.79,7.53
sharedlam3side,030000,video_2cam,19.41,10.51
sharedlam3side,030000,video_2cam,5.43,10.92
sharedlam3side,030000,video_2cam,-2.19,2.4
sharedlam3side,030000,video_2cam,6.33,-3.27
sharedlam3side,030000,video_2cam,15.49,15.77
sharedlam3side,030000,video_2cam,7.29,13.81
sharedlam3side,030000,video_2cam,1.88,-3.62
sharedlam3side,030000,video_2cam,2.1,6.47
sharedlam3side,030000,video_2cam,5.54,3.15
sharedlam3side,030000,video_2cam,7.94,12.14
sharedlam3side,030000,video_2cam,5.31,4.66
sharedlam3side,030000,video_2cam,6.49,-2.79
sharedlam3side,030000,video_2cam,7.16,11.36
sharedlam3side,030000,video_2cam,1.21,-3.62
sharedlam3side,030000,video_2cam,4.99,-0.99
sharedlam3side,030000,video_2cam,8.04,11.62
sharedlam3side,030000,video_2cam,5.83,-1.79
sharedlam3side,030000,video_2cam,6.53,-2.7
sharedlam3side,030000,video_2cam,2.82,6.82
sharedlam3side,030000,video_2cam,1.0,6.94
sharedlam3side,030000,video_2cam,-0.17,5.14
sharedlam3side,030000,video_2cam,3.91,2.26
sharedlam3side,030000,video_2cam,4.13,-3.51
sharedlam3side,030000,video_2cam,-0.62,1.74
sharedlam3side,030000,video_2cam,2.62,-5.52
sharedlam3side,030000,video_2cam,20.29,7.88
sharedlam3side,030000,video_2cam,3.13,-5.04
sharedlam3side,030000,video_2cam,20.32,8.08
sharedlam3side,030000,video_2cam,0.7,-4.62
sharedlam3side,030000,video_2cam,9.37,5.14
sharedlam3side,030000,video_2cam,14.46,13.01
sharedlam3side,030000,video_2cam,-2.46,2.78
sharedlam3side,030000,video_2cam,7.64,12.6
sharedlam3side,030000,video_2cam,1.78,1.05
sharedlam3side,030000,video_2cam,2.18,6.54
sharedlam3side,030000,video_2cam,7.01,13.27
sharedlam3side,030000,video_2cam,6.62,0.12
sharedlam3side,030000,video_2cam,6.41,10.37
sharedlam3side,030000,video_2cam,20.15,8.52
sharedlam3side,030000,video_2cam,3.66,11.49
sharedlam3side,030000,video_2cam,1.41,0.58
sharedlam3side,030000,video_2cam,15.11,16.46
sharedlam3side,030000,video_2cam,4.5,12.99
sharedlam3side,030000,video_2cam,7.51,11.5
sharedlam3side,030000,video_2cam,7.18,13.08
sharedlam3side,030000,video_2cam,8.73,1.32
sharedlam3side,030000,video_2cam,7.12,11.37
sharedlam3side,030000,video_2cam,7.78,13.68
sharedlam3side,030000,video_2cam,8.01,13.59
sharedlam3side,030000,video_2cam,1.46,0.3
sharedlam3side,030000,video_2cam,16.67,8.59
sharedlam3side,030000,video_2cam,0.27,2.55
sharedlam3side,030000,video_2cam,17.28,7.59
sharedlam3side,030000,video_2cam,4.99,15.81
sharedlam3side,030000,video_2cam,1.68,1.61
sharedlam3side,030000,video_2cam,3.65,11.48
sharedlam3side,030000,video_2cam,4.6,12.94
sharedlam3side,030000,video_2cam,4.78,12.12
sharedlam3side,030000,video_2cam,1.2,-1.18
sharedlam3side,030000,video_2cam,4.99,-1.0
sharedlam3side,030000,video_2cam,5.62,13.66
sharedlam3side,030000,video_2cam,2.61,-5.54
sharedlam3side,030000,video_2cam,8.37,-0.32
sharedlam3side,030000,video_2cam,8.85,1.55
sharedlam3side,030000,video_2cam,17.11,11.28
sharedlam3side,030000,video_2cam,16.9,11.45
sharedlam3side,030000,video_2cam,7.74,1.2
sharedlam3side,030000,video_2cam,1.16,-1.23
sharedlam3side,030000,video_2cam,1.41,7.05
sharedlam3side,030000,video_2cam,2.79,-1.84
sharedlam3side,030000,video_2cam,16.24,12.3
sharedlam3side,030000,video_2cam,8.03,3.44
sharedlam3side,030000,video_2cam,15.7,14.98
sharedlam3side,030000,video_2cam,5.78,-1.84
sharedlam3side,030000,video_2cam,1.11,0.93
sharedlam3side,030000,video_2cam,3.18,10.53
sharedlam3side,030000,video_2cam,13.24,16.44
sharedlam3side,030000,video_2cam,20.12,8.56
sharedlam3side,030000,video_2cam,1.19,-1.2
sharedlam3side,030000,video_2cam,2.61,6.74
sharedlam3side,030000,video_2cam,16.13,12.97
sharedlam3side,030000,video_2cam,16.79,11.6
sharedlam3side,030000,video_2cam,8.9,1.57
sharedlam3side,030000,video_2cam,7.65,13.75
sharedlam3side,030000,video_2cam,-2.34,2.58
sharedlam3side,030000,video_2cam,4.62,12.03
sharedlam3side,030000,video_2cam,0.71,6.89
sharedlam3side,030000,video_2cam,14.95,15.59
sharedlam3side,030000,video_2cam,6.66,0.74
sharedlam3side,030000,video_2cam,4.72,11.87
sharedlam3side,030000,video_2cam,18.96,10.67
sharedlam3side,030000,video_2cam,16.79,7.76
sharedlam3side,030000,video_2cam,8.26,12.93
sharedlam3side,030000,video_2cam,15.56,15.32
sharedlam3side,030000,video_2cam,16.28,8.27
sharedlam3side,030000,video_2cam,9.06,4.59
sharedlam3side,030000,video_2cam,-0.48,-0.63
sharedlam3side,030000,video_2cam,5.97,-4.02
sharedlam3side,030000,video_2cam,6.49,3.23
sharedlam3side,030000,video_2cam,4.65,12.5
sharedlam3side,030000,video_2cam,0.67,-4.58
sharedlam3side,030000,video_2cam,19.03,8.1
sharedlam3side,030000,video_2cam,8.26,4.39
sharedlam3side,030000,video_2cam,15.56,14.39
sharedlam3side,030000,video_2cam,8.41,-0.26
sharedlam3side,030000,video_2cam,6.26,-1.35
sharedlam3side,030000,video_2cam,4.56,1.24
sharedlam3side,030000,video_2cam,2.29,-3.98
sharedlam3side,030000,video_2cam,16.94,9.49
sharedlam3side,030000,video_2cam,1.19,-4.15
sharedlam3side,030000,video_2cam,2.74,-5.53
sharedlam3side,030000,video_2cam,6.37,-3.14
sharedlam3side,030000,video_2cam,1.96,-5.11
sharedlam3side,030000,video_2cam,7.13,13.16
sharedlam3side,030000,video_2cam,15.99,8.56
sharedlam3side,030000,video_2cam,2.41,-5.23
sharedlam3side,030000,video_2cam,5.44,4.55
sharedlam3side,030000,video_2cam,1.25,6.76
sharedlam3side,030000,video_2cam,6.21,3.49
sharedlam3side,030000,video_2cam,1.48,7.82
sharedlam3side,030000,video_2cam,3.58,6.91
sharedlam3side,030000,video_2cam,6.6,0.05
sharedlam3side,030000,video_2cam,1.87,-5.06
sharedlam3side,030000,video_2cam,15.37,16.08
sharedlam3side,030000,video_2cam,4.76,-3.52
sharedlam3side,030000,video_2cam,1.19,-1.2
sharedlam3side,030000,video_2cam,-0.16,5.16
sharedlam3side,030000,video_2cam,19.27,7.28
sharedlam3side,030000,video_2cam,5.23,12.63
sharedlam3side,030000,video_2cam,14.17,16.21
sharedlam3side,030000,video_2cam,19.22,6.81
sharedlam3side,030000,video_2cam,8.38,12.45
sharedlam3side,030000,video_2cam,2.24,-1.54
sharedlam3side,030000,video_2cam,1.1,1.59
sharedlam3side,030000,video_2cam,2.1,-5.2
sharedlam3side,030000,video_2cam,19.5,7.13
sharedlam3side,030000,video_2cam,6.14,10.03
sharedlam3side,030000,video_2cam,1.66,1.84
sharedlam3side,030000,video_2cam,1.73,-0.37
sharedlam3side,030000,video_2cam,6.26,10.19
sharedlam3side,030000,video_2cam,5.22,1.32
sharedlam3side,030000,video_2cam,13.75,16.67
sharedlam3side,030000,video_2cam,8.96,11.1
sharedlam3side,030000,video_2cam,15.62,14.9
sharedlam3side,030000,video_2cam,6.34,13.89
sharedlam3side,030000,video_2cam,5.84,13.76
sharedlam3side,030000,video_2cam,-1.52,1.74
sharedlam3side,030000,video_2cam,7.73,13.72
sharedlam3side,030000,video_2cam,3.05,-1.38
sharedlam3side,030000,video_2cam,15.62,11.04
sharedlam3side,030000,video_2cam,1.53,-2.24
sharedlam3side,030000,video_2cam,5.54,13.53
sharedlam3side,030000,video_2cam,16.85,9.5
sharedlam3side,030000,video_2cam,1.42,-2.44
sharedlam3side,030000,video_2cam,4.71,12.78
sharedlam3side,030000,video_2cam,14.77,16.73
sharedlam3side,030000,video_2cam,1.44,7.29
sharedlam3side,030000,video_2cam,1.22,-3.69
sharedlam3side,030000,video_2cam,0.83,-3.39
sharedlam3side,030000,video_2cam,5.63,-4.11
sharedlam3side,030000,video_2cam,-0.26,-0.88
sharedlam3side,030000,video_2cam,18.83,7.17
sharedlam3side,030000,video_2cam,19.66,8.2
sharedlam3side,030000,video_2cam,15.81,9.73
sharedlam3side,030000,video_2cam,16.86,8.56
sharedlam3side,030000,video_2cam,0.89,-3.3
sharedlam3side,030000,video_2cam,20.21,6.6
sharedlam3side,030000,video_2cam,-2.01,2.25
sharedlam3side,030000,video_2cam,5.08,2.6
sharedlam3side,030000,video_2cam,3.69,0.99
sharedlam3side,030000,video_2cam,7.12,10.54
sharedlam3side,030000,video_2cam,16.04,8.66
sharedlam3side,030000,video_2cam,5.18,1.06
sharedlam3side,030000,video_2cam,1.13,3.17
sharedlam3side,030000,video_2cam,1.58,0.84
sharedlam3side,030000,video_2cam,5.9,-1.72
sharedlam3side,030000,video_2cam,6.43,10.4
sharedlam3side,030000,video_2cam,15.14,16.44
sharedlam3side,030000,video_2cam,19.62,6.99
sharedlam3side,030000,video_2cam,1.1,1.57
sharedlam3side,030000,video_2cam,8.38,4.01
sharedlam3side,030000,video_2cam,6.78,2.75
sharedlam3side,030000,video_2cam,4.07,-3.44
sharedlam3side,030000,video_2cam,6.55,-2.62
sharedlam3side,030000,video_2cam,2.73,-1.79
sharedlam3side,030000,video_2cam,5.47,-4.42
sharedlam3side,030000,video_2cam,14.43,12.98
sharedlam3side,030000,video_2cam,0.1,5.44
sharedlam3side,030000,video_2cam,4.59,4.85
sharedlam3side,030000,video_2cam,6.2,-1.43
sharedlam3side,030000,video_2cam,14.35,12.52
sharedlam3side,030000,video_2cam,8.78,1.57
sharedlam3side,030000,video_2cam,6.59,3.15
sharedlam3side,030000,video_2cam,15.44,9.02
sharedlam3side,030000,video_2cam,14.77,15.74
sharedlam3side,030000,video_2cam,7.73,1.19
sharedlam3side,030000,video_2cam,8.9,2.85
sharedlam3side,030000,video_2cam,4.98,15.8
sharedlam3side,030000,video_2cam,4.99,-0.99
sharedlam3side,030000,video_2cam,5.69,-4.19
sharedlam3side,030000,video_2cam,1.18,-4.33
sharedlam3side,030000,video_2cam,4.24,-4.33
sharedlam3side,030000,video_2cam,1.21,-3.62
sharedlam3side,030000,video_2cam,6.35,-1.19
sharedlam3side,030000,video_2cam,16.21,9.62
sharedlam3side,030000,video_2cam,-1.7,1.93
sharedlam3side,030000,video_2cam,-0.02,2.51
sharedlam3side,030000,video_2cam,7.79,-0.47
sharedlam3side,030000,video_2cam,17.45,8.44
sharedlam3side,030000,video_2cam,-1.21,1.12
sharedlam3side,030000,video_2cam,7.96,11.72
sharedlam3side,030000,video_2cam,6.01,-3.99
sharedlam3side,030000,video_2cam,6.28,2.1
sharedlam3side,030000,video_2cam,1.54,-2.19
sharedlam3side,030000,video_2cam,5.44,12.02
sharedlam3side,030000,video_2cam,-2.09,2.32
sharedlam3side,030000,video_2cam,8.66,10.99
sharedlam3side,030000,video_2cam,1.22,-3.74
sharedlam3side,030000,video_2cam,7.97,12.2
sharedlam3side,030000,video_2cam,18.74,7.51
sharedlam3side,030000,video_2cam,7.71,11.57
sharedlam3side,030000,video_2cam,7.92,14.66
sharedlam3side,030000,video_2cam,7.11,10.54
sharedlam3side,030000,video_2cam,8.51,0.62
sharedlam3side,030000,video_2cam,18.79,7.5
sharedlam3side,030000,video_2cam,2.77,-1.11
sharedlam3side,030000,video_2cam,15.56,9.8
sharedlam3side,030000,video_2cam,1.43,7.28
sharedlam3side,030000,video_2cam,2.91,-5.15
sharedlam3side,030000,video_2cam,0.09,5.44
sharedlam3side,030000,video_2cam,0.68,-4.59
sharedlam3side,030000,video_2cam,3.79,0.28
sharedlam3side,030000,video_2cam,5.05,-0.81
sharedlam3side,030000,video_2cam,3.76,6.86
sharedlam3side,030000,video_2cam,3.36,-5.41
sharedlam3side,030000,video_2cam,1.51,0.76
sharedlam3side,030000,video_2cam,15.2,9.15
sharedlam3side,030000,video_2cam,2.15,5.19
sharedlam3side,030000,video_2cam,14.37,12.4
sharedlam3side,030000,video_2cam,18.55,7.57
sharedlam3side,030000,video_2cam,-2.57,3.05
sharedlam3side,030000,video_2cam,8.56,12.5
sharedlam3side,030000,video_2cam,1.09,5.78
sharedlam3side,030000,video_2cam,15.82,9.73
sharedlam3side,030000,video_2cam,5.82,10.94
sharedlam3side,030000,video_2cam,19.18,9.11
sharedlam3side,030000,video_2cam,16.7,8.58
sharedlam3side,030000,video_2cam,4.55,-3.89
sharedlam3side,030000,video_2cam,4.51,-3.8
sharedlam3side,030000,video_2cam,9.36,5.15
sharedlam3side,030000,video_2cam,12.91,16.26
sharedlam3side,030000,video_2cam,3.18,-4.94
sharedlam3side,030000,video_2cam,4.5,-3.87
sharedlam3side,030000,video_2cam,6.35,-1.26
sharedlam3side,030000,video_2cam,18.99,10.04
sharedlam3side,030000,video_2cam,19.41,9.58
sharedlam3side,030000,video_2cam,1.12,6.88
sharedlam3side,030000,video_2cam,1.33,6.69
sharedlam3side,030000,video_2cam,6.15,-3.88
sharedlam3side,030000,video_2cam,5.38,3.11
sharedlam3side,030000,video_2cam,4.53,-3.87
sharedlam3side,030000,video_2cam,8.03,-0.48
sharedlam3side,030000,video_2cam,8.34,-0.34
sharedlam3side,030000,video_2cam,4.79,-4.86
sharedlam3side,030000,video_2cam,20.3,7.93
sharedlam3side,030000,video_2cam,2.72,-1.91
sharedlam3side,030000,video_2cam,7.94,4.63
sharedlam3side,030000,video_2cam,1.17,6.85
sharedlam3side,030000,video_2cam,6.63,0.79
sharedlam3side,030000,video_2cam,2.88,-2.0
sharedlam3side,030000,video_2cam,17.88,9.22
sharedlam3side,030000,video_2cam,7.88,-0.38
sharedlam3side,030000,video_2cam,2.9,-0.81
sharedlam3side,030000,video_2cam,1.58,-0.02
sharedlam3side,030000,video_2cam,1.92,-0.59
sharedlam3side,030000,video_2cam,1.25,0.38
sharedlam3side,030000,video_2cam,7.69,1.15
sharedlam3side,030000,video_2cam,17.2,7.6
sharedlam3side,030000,video_2cam,8.37,-0.33
sharedlam3side,030000,video_2cam,18.75,10.39
sharedlam3side,030000,video_2cam,3.2,10.55
sharedlam3side,030000,video_2cam,6.53,3.19
sharedlam3side,030000,video_2cam,7.02,13.9
sharedlam3side,030000,video_2cam,4.14,14.93
sharedlam3side,030000,video_2cam,9.35,5.12
sharedlam3side,030000,video_2cam,8.99,4.52
sharedlam3side,030000,video_2cam,-1.13,1.36
sharedlam3side,030000,video_2cam,4.62,12.23
sharedlam3side,030000,video_2cam,6.56,-2.59
sharedlam3side,030000,video_2cam,8.1,13.16
sharedlam3side,030000,video_2cam,5.53,3.24
sharedlam3side,030000,video_2cam,13.64,16.59
sharedlam3side,030000,video_2cam,-0.79,1.45
sharedlam3side,030000,video_2cam,17.56,8.4
sharedlam3side,030000,video_2cam,17.51,8.43
sharedlam3side,030000,video_2cam,4.88,13.0
sharedlam3side,030000,video_2cam,14.32,12.78
sharedlam3side,030000,video_2cam,2.37,-4.03
sharedlam3side,030000,video_2cam,1.49,7.82
sharedlam3side,030000,video_2cam,15.12,13.62
sharedlam3side,030000,video_2cam,16.62,8.6
sharedlam3side,030000,video_2cam,-0.39,4.17
sharedlam3side,030000,video_2cam,19.48,7.14
sharedlam3side,030000,video_2cam,-0.04,2.94
sharedlam3side,030000,video_2cam,2.04,-3.4
sharedlam3side,030000,video_2cam,16.69,11.71
sharedlam3side,030000,video_2cam,2.78,-1.85
sharedlam3side,030000,video_2cam,15.74,8.77
sharedlam3side,030000,video_2cam,5.85,4.46
sharedlam3side,030000,video_2cam,1.23,-2.77
sharedlam3side,030000,video_2cam,4.35,12.75
sharedlam3side,030000,video_2cam,3.66,11.33
sharedlam3side,030000,video_2cam,20.29,7.86
sharedlam3side,030000,video_2cam,18.15,9.14
sharedlam3side,030000,video_2cam,-2.47,2.8
sharedlam3side,030000,video_2cam,9.58,4.24
sharedlam3side,030000,video_2cam,7.92,11.65
sharedlam3side,030000,video_2cam,1.7,-1.61
sharedlam3side,030000,video_2cam,-1.22,1.1
sharedlam3side,030000,video_2cam,20.1,8.56
sharedlam3side,030000,video_2cam,15.21,13.74
sharedlam3side,030000,video_2cam,1.85,-0.57
sharedlam3side,030000,video_2cam,9.9,4.93
sharedlam3side,030000,video_2cam,1.92,-5.06
sharedlam3side,030000,video_2cam,6.51,0.95
sharedlam3side,030000,video_2cam,19.55,10.25
sharedlam3side,030000,video_2cam,16.21,12.23
sharedlam3side,030000,video_2cam,4.32,15.1
sharedlam3side,030000,video_2cam,4.98,-0.99
sharedlam3side,030000,video_2cam,6.5,-2.77
sharedlam3side,030000,video_2cam,0.66,6.37
sharedlam3side,030000,video_2cam,19.53,7.13
sharedlam3side,030000,video_2cam,5.78,2.69
sharedlam3side,030000,video_2cam,3.5,10.85
sharedlam3side,030000,video_2cam,6.57,-2.58
sharedlam3side,030000,video_2cam,5.81,2.37
sharedlam3side,030000,video_2cam,19.23,8.82
sharedlam3side,030000,video_2cam,20.33,8.14
sharedlam3side,030000,video_2cam,7.26,11.39
sharedlam3side,030000,video_2cam,6.97,13.31
sharedlam3side,030000,video_2cam,13.05,16.34
sharedlam3side,030000,video_2cam,2.43,-4.03
sharedlam3side,030000,video_2cam,14.96,16.63
sharedlam3side,030000,video_2cam,7.89,-0.39
sharedlam3side,030000,video_2cam,6.55,14.17
sharedlam3side,030000,video_2cam,1.88,-1.25
sharedlam3side,030000,video_2cam,2.45,5.36
sharedlam3side,030000,video_2cam,1.8,-0.48
sharedlam3side,030000,video_2cam,2.27,-1.55
sharedlam3side,030000,video_2cam,16.23,12.3
sharedlam3side,030000,video_2cam,1.9,0.79
sharedlam3side,030000,video_2cam,2.05,-5.16
sharedlam3side,030000,video_2cam,-1.44,0.66
sharedlam3side,030000,video_2cam,20.08,6.48
sharedlam3side,030000,video_2cam,19.48,9.88
sharedlam3side,030000,video_2cam,15.3,9.05
sharedlam3side,030000,video_2cam,5.55,4.66
sharedlam3side,030000,video_2cam,6.09,3.66
sharedlam3side,030000,video_2cam,15.1,16.42
sharedlam3side,030000,video_2cam,2.46,6.67
sharedlam3side,030000,video_2cam,9.22,5.01
sharedlam3side,030000,video_2cam,8.34,2.16
sharedlam3side,030000,video_2cam,2.93,-0.79
sharedlam3side,030000,video_2cam,3.02,-1.42
sharedlam3side,030000,video_2cam,18.64,7.4
sharedlam3side,030000,video_2cam,8.97,10.72
sharedlam3side,030000,video_2cam,5.47,6.45
sharedlam3side,030000,video_2cam,1.63,-1.92
sharedlam3side,030000,video_2cam,18.59,7.64
sharedlam3side,030000,video_2cam,16.28,9.59
sharedlam3side,030000,video_2cam,3.5,10.86
sharedlam3side,030000,video_2cam,8.07,0.31
sharedlam3side,030000,video_2cam,4.77,12.88
sharedlam3side,030000,video_2cam,4.58,13.02
sharedlam3side,030000,video_2cam,6.55,-2.58
sharedlam3side,030000,video_2cam,6.25,3.45
sharedlam3side,030000,video_2cam,1.39,5.25
sharedlam3side,030000,video_2cam,18.54,7.57
sharedlam3side,030000,video_2cam,1.69,1.37
sharedlam3side,030000,video_2cam,-2.55,3.01
sharedlam3side,030000,video_2cam,2.61,5.72
sharedlam3side,030000,video_2cam,7.74,11.53
sharedlam3side,030000,video_2cam,6.33,-3.22
sharedlam3side,030000,video_2cam,1.37,5.78
sharedlam3side,030000,video_2cam,15.5,9.8
sharedlam3side,030000,video_2cam,2.9,-2.1
sharedlam3side,030000,video_2cam,2.97,-1.49
sharedlam3side,030000,video_2cam,1.98,-3.41
sharedlam3side,030000,video_2cam,8.76,2.38
sharedlam3side,030000,video_2cam,2.48,-1.62
sharedlam3side,030000,video_2cam,5.43,4.58
sharedlam3side,030000,video_2cam,4.59,12.99
sharedlam3side,030000,video_2cam,2.43,-1.33
sharedlam3side,030000,video_2cam,5.32,13.37
sharedlam3side,030000,video_2cam,14.03,16.35
sharedlam3side,030000,video_2cam,1.86,-1.23
sharedlam3side,030000,video_2cam,8.9,11.24
sharedlam3side,030000,video_2cam,1.28,1.98
sharedlam3side,030000,video_2cam,5.08,13.18
sharedlam3side,030000,video_2cam,18.99,10.66
sharedlam3side,030000,video_2cam,14.33,12.61
sharedlam3side,030000,video_2cam,16.17,12.77
sharedlam3side,030000,video_2cam,9.89,4.94
sharedlam3side,030000,video_2cam,7.74,11.52
sharedlam3side,030000,video_2cam,-0.15,3.12
sharedlam3side,030000,video_2cam,6.55,-2.61
sharedlam3side,030000,video_2cam,4.13,-3.51
sharedlam3side,030000,video_2cam,15.16,9.25
sharedlam3side,030000,video_2cam,1.31,0.24
sharedlam3side,030000,video_2cam,4.89,11.62
sharedlam3side,030000,video_2cam,8.62,0.75
sharedlam3side,030000,video_2cam,5.5,3.22
sharedlam3side,030000,video_2cam,5.24,1.59
sharedlam3side,030000,video_2cam,9.01,3.22
sharedlam3side,030000,video_2cam,2.91,-2.05
sharedlam3side,030000,video_2cam,5.78,10.99
sharedlam3side,030000,video_2cam,9.25,3.73
sharedlam3side,030000,video_2cam,1.13,2.88
sharedlam3side,030000,video_2cam,14.21,16.17
sharedlam3side,030000,video_2cam,-0.47,-0.22
